invoice_id,customer_id,customer_industry,customer_segment,customer_credit_score,invoice_amount,issue_date,due_date,payment_date,payment_delay_days,is_delayed,due_days,avg_payment_delay_history,payment_consistency,quarter,month,is_weekend_issue
INV_102324,CUST_1760,Healthcare,Good,733,15932.94,2023-11-12,2023-12-12,2023-12-21,9.7,1,30,10.8,0.944,4,11,1
INV_102325,CUST_2323,Technology,Average,622,40576.99,2023-11-15,2023-12-15,2023-12-23,8.9,1,30,8.0,0.685,4,11,0
INV_102326,CUST_7149,Technology,Good,736,21598.57,2023-01-02,2023-02-01,2023-01-29,-3.3,0,30,4.8,0.814,1,1,0
INV_102327,CUST_1575,Construction,Poor,594,29069.45,2023-02-01,2023-03-03,2023-03-25,22.8,1,30,33.0,0.927,1,2,0
INV_102328,CUST_2153,Healthcare,Average,627,4684.61,2023-04-23,2023-05-23,2023-06-01,10.0,1,30,18.0,0.869,2,4,1
INV_102329,CUST_6108,Manufacturing,Excellent,659,57520.95,2023-07-26,2023-09-09,2023-09-13,4.2,1,45,4.5,0.822,3,7,0
INV_102330,CUST_1154,Professional Services,Average,664,29480.38,2023-06-30,2023-07-15,2023-07-25,10.5,1,15,10.0,0.49,2,6,0
INV_102331,CUST_5968,Manufacturing,Average,585,2017.5,2023-08-29,2023-09-28,2023-10-05,7.9,1,30,15.0,0.921,3,8,0
INV_102332,CUST_1097,Construction,Average,674,31797.07,2023-04-06,2023-05-06,2023-05-26,20.5,1,30,22.0,0.788,2,4,0
INV_102333,CUST_8827,Professional Services,Average,589,3391.2,2023-11-05,2023-12-05,2023-12-15,10.5,1,30,10.0,0.616,4,11,1
INV_102334,CUST_1753,Retail,Excellent,553,2180.45,2023-03-12,2023-04-26,2023-04-26,-0.9,0,45,3.6,0.845,1,3,1
INV_102335,CUST_7319,Retail,Average,438,71407.39,2023-10-06,2023-11-05,2023-11-09,4.6,1,30,12.0,0.775,4,10,0
INV_102336,CUST_4723,Retail,Poor,506,5009.63,2023-11-05,2023-12-20,2024-01-04,15.9,1,45,18.0,0.771,4,11,1
INV_102337,CUST_1389,Professional Services,Poor,626,2447.74,2023-03-05,2023-04-04,2023-04-08,4.2,1,30,15.0,0.863,1,3,1
INV_102338,CUST_3166,Healthcare,Risky,846,64634.59,2023-08-14,2023-09-13,2023-10-13,30.2,1,30,36.0,0.957,3,8,0
INV_102339,CUST_2216,Professional Services,Average,609,8831.97,2023-05-28,2023-06-27,2023-07-01,4.8,1,30,10.0,0.898,2,5,1
INV_102340,CUST_2796,Technology,Average,624,19477.68,2023-01-04,2023-02-03,2023-02-05,2.7,1,30,8.0,0.917,1,1,0
INV_102341,CUST_2352,Construction,Average,527,4901.74,2023-11-13,2023-12-13,2024-01-08,26.7,1,30,22.0,0.796,4,11,0
INV_102342,CUST_8937,Professional Services,Risky,504,38345.03,2023-01-31,2023-03-02,2023-03-12,10.7,1,30,20.0,0.806,1,1,0
INV_102343,CUST_7677,Construction,Good,671,8218.21,2023-05-12,2023-06-11,2023-06-23,12.7,1,30,13.2,0.729,2,5,0
INV_102344,CUST_8618,Professional Services,Average,679,87280.28,2023-03-08,2023-04-07,2023-04-22,15.0,1,30,10.0,0.799,1,3,0
INV_102345,CUST_8191,Retail,Average,640,6451.75,2023-07-03,2023-09-01,2023-09-10,9.3,1,60,12.0,0.744,3,7,0
INV_102346,CUST_1228,Manufacturing,Average,709,3600.65,2023-10-11,2023-11-10,2023-11-21,11.5,1,30,15.0,0.573,4,10,0
INV_102347,CUST_6049,Healthcare,Average,619,13379.63,2023-10-12,2023-12-11,2023-12-24,13.7,1,60,18.0,0.767,4,10,0
INV_102348,CUST_1891,Construction,Good,710,4086.44,2023-07-22,2023-08-21,2023-08-29,8.4,1,30,13.2,0.782,3,7,1
INV_102349,CUST_7957,Manufacturing,Poor,754,9285.35,2023-02-23,2023-03-25,2023-04-14,20.6,1,30,22.5,0.593,1,2,0
INV_102350,CUST_4414,Healthcare,Average,655,42121.17,2023-08-06,2023-10-05,2023-10-22,17.8,1,60,18.0,0.825,3,8,1
INV_102351,CUST_7614,Retail,Average,587,26412.42,2023-07-10,2023-08-24,2023-09-05,12.1,1,45,12.0,0.563,3,7,0
INV_102352,CUST_7216,Retail,Poor,512,15786.03,2023-07-20,2023-09-03,2023-09-14,11.6,1,45,18.0,0.853,3,7,0
INV_102353,CUST_7661,Technology,Poor,557,1581.35,2023-08-01,2023-08-31,2023-09-03,3.2,1,30,12.0,0.729,3,8,0
INV_102354,CUST_5262,Professional Services,Excellent,749,2498.73,2023-04-14,2023-04-29,2023-04-29,-0.5,0,15,3.0,0.796,2,4,0
INV_102355,CUST_2791,Healthcare,Excellent,819,10382.53,2023-10-09,2023-11-08,2023-11-08,-1.0,0,30,5.4,0.871,4,10,0
INV_102356,CUST_8386,Healthcare,Poor,594,15621.35,2023-10-23,2023-12-07,2023-12-28,21.9,1,45,27.0,0.925,4,10,0
INV_102357,CUST_3297,Technology,Poor,589,394.41,2023-09-30,2023-10-30,2023-11-10,11.5,1,30,12.0,0.702,3,9,1
INV_102358,CUST_8614,Retail,Average,629,63997.96,2023-01-30,2023-03-16,2023-03-24,8.6,1,45,12.0,0.898,1,1,0
INV_102359,CUST_3628,Technology,Good,666,25298.07,2023-09-09,2023-10-09,2023-10-18,9.5,1,30,4.8,0.86,3,9,1
INV_102360,CUST_3040,Construction,Average,619,20804.05,2023-11-13,2023-12-28,2024-01-14,17.7,1,45,22.0,0.863,4,11,0
INV_102361,CUST_2026,Healthcare,Average,618,5371.39,2023-01-10,2023-02-09,2023-02-15,6.0,1,30,18.0,0.872,1,1,0
INV_102362,CUST_6674,Technology,Risky,438,6208.01,2023-08-06,2023-10-05,2023-10-15,10.7,1,60,16.0,0.747,3,8,1
INV_102363,CUST_7242,Manufacturing,Average,597,3563.09,2023-01-27,2023-02-26,2023-03-09,11.9,1,30,15.0,0.82,1,1,0
INV_102364,CUST_5010,Technology,Excellent,846,3228.6,2023-03-22,2023-04-21,2023-04-22,1.4,1,30,2.4,0.32,1,3,0
INV_102365,CUST_8037,Technology,Average,595,2151.09,2023-12-14,2023-12-29,2024-01-05,7.4,1,15,8.0,0.399,4,12,0
INV_102366,CUST_2832,Professional Services,Average,604,46077.47,2023-02-20,2023-04-21,2023-05-01,11.0,1,60,10.0,0.755,1,2,0
INV_102367,CUST_3993,Technology,Excellent,760,25142.63,2023-09-01,2023-10-01,2023-10-02,1.1,1,30,2.4,0.843,3,9,0
INV_102368,CUST_5533,Professional Services,Average,658,52057.0,2023-08-15,2023-08-30,2023-09-06,7.5,1,15,10.0,0.664,3,8,0
INV_102369,CUST_3062,Professional Services,Poor,384,9077.69,2023-06-02,2023-07-02,2023-07-11,9.2,1,30,15.0,0.768,2,6,0
INV_102370,CUST_4807,Healthcare,Poor,506,4871.5,2023-04-02,2023-05-02,2023-05-17,15.1,1,30,27.0,0.869,2,4,1
INV_102371,CUST_4703,Healthcare,Poor,521,9326.38,2023-09-17,2023-10-17,2023-11-13,27.2,1,30,27.0,0.681,3,9,1
INV_102372,CUST_2598,Healthcare,Good,729,19390.46,2023-08-04,2023-10-03,2023-10-17,14.9,1,60,10.8,0.545,3,8,0
INV_102373,CUST_1148,Professional Services,Excellent,656,34536.57,2023-04-21,2023-05-21,2023-05-23,2.7,1,30,3.0,0.751,2,4,0
INV_102374,CUST_3363,Healthcare,Good,724,5851.15,2023-01-29,2023-03-15,2023-03-29,14.4,1,45,10.8,0.606,1,1,1
INV_102375,CUST_2289,Professional Services,Poor,492,1820.32,2023-01-30,2023-03-01,2023-03-14,13.9,1,30,15.0,0.718,1,1,0
INV_102376,CUST_4518,Healthcare,Good,665,8352.2,2023-09-16,2023-10-16,2023-10-31,15.4,1,30,10.8,0.382,3,9,1
INV_102377,CUST_1267,Construction,Good,746,12331.56,2023-07-03,2023-09-01,2023-09-09,8.3,1,60,13.2,0.917,3,7,0
INV_102378,CUST_5886,Technology,Average,659,1723.08,2023-05-01,2023-05-16,2023-05-18,2.7,1,15,8.0,0.744,2,5,0
INV_102379,CUST_5881,Retail,Poor,524,1025.9,2023-07-16,2023-07-31,2023-08-11,11.9,1,15,18.0,0.908,3,7,1
INV_102380,CUST_8658,Retail,Poor,532,3759.17,2023-01-10,2023-02-09,2023-02-25,16.2,1,30,18.0,0.79,1,1,0
INV_102381,CUST_5563,Manufacturing,Good,728,11857.43,2023-07-13,2023-08-12,2023-08-16,4.8,1,30,9.0,0.905,3,7,0
INV_102382,CUST_6137,Retail,Poor,741,1841.61,2023-03-18,2023-04-02,2023-04-14,12.1,1,15,18.0,0.817,1,3,1
INV_102383,CUST_1973,Construction,Excellent,683,8787.7,2023-11-03,2023-12-03,2023-12-15,12.3,1,30,6.6,0.597,4,11,0
INV_102384,CUST_2879,Manufacturing,Good,733,13704.05,2023-01-04,2023-02-03,2023-02-07,4.3,1,30,9.0,0.869,1,1,0
INV_102385,CUST_9577,Retail,Poor,567,21879.09,2023-07-24,2023-08-08,2023-08-19,11.6,1,15,18.0,0.955,3,7,0
INV_102386,CUST_1196,Professional Services,Poor,519,2925.11,2023-05-14,2023-06-28,2023-07-08,10.7,1,45,15.0,0.977,2,5,1
INV_102387,CUST_5667,Professional Services,Average,659,6150.58,2023-08-20,2023-10-19,2023-10-28,9.4,1,60,10.0,0.943,3,8,1
INV_102388,CUST_7893,Retail,Poor,589,58216.23,2023-03-06,2023-04-05,2023-04-16,11.1,1,30,18.0,0.839,1,3,0
INV_102389,CUST_9572,Retail,Good,696,7216.06,2023-08-07,2023-09-21,2023-09-25,4.7,1,45,7.2,0.906,3,8,0
INV_102390,CUST_1471,Construction,Good,722,15096.67,2023-03-28,2023-05-12,2023-05-15,3.6,1,45,13.2,0.804,1,3,0
INV_102391,CUST_3472,Construction,Poor,568,171963.04,2023-10-22,2023-11-21,2023-12-27,36.5,1,30,33.0,0.795,4,10,1
INV_102392,CUST_4942,Manufacturing,Average,631,2881.36,2023-09-12,2023-09-27,2023-10-06,9.7,1,15,15.0,0.845,3,9,0
INV_102393,CUST_2613,Technology,Risky,476,15257.49,2023-05-12,2023-06-11,2023-06-22,11.1,1,30,16.0,0.844,2,5,0
INV_102394,CUST_5851,Construction,Poor,537,20138.23,2023-01-18,2023-03-04,2023-03-31,27.4,1,45,33.0,0.811,1,1,0
INV_102395,CUST_3784,Technology,Good,738,7663.32,2023-10-02,2023-10-17,2023-10-25,8.0,1,15,4.8,0.955,4,10,0
INV_102396,CUST_7645,Manufacturing,Poor,504,37512.37,2023-11-08,2023-12-08,2023-12-22,14.3,1,30,22.5,0.889,4,11,0
INV_102397,CUST_9212,Construction,Poor,625,19397.43,2023-02-06,2023-03-08,2023-03-29,21.9,1,30,33.0,0.724,1,2,0
INV_102398,CUST_5535,Retail,Good,712,33001.73,2023-09-18,2023-10-18,2023-10-21,3.4,1,30,7.2,0.903,3,9,0
INV_102399,CUST_8945,Manufacturing,Good,737,4058.86,2023-03-02,2023-05-01,2023-05-09,8.2,1,60,9.0,0.559,1,3,0
INV_102400,CUST_4309,Construction,Average,617,41965.95,2023-05-14,2023-06-13,2023-06-28,16.0,1,30,22.0,0.929,2,5,1
INV_102401,CUST_5533,Professional Services,Good,652,2987.86,2023-06-17,2023-08-16,2023-08-20,4.4,1,60,6.0,0.664,2,6,1
INV_102402,CUST_2381,Technology,Excellent,662,17846.88,2023-07-30,2023-08-29,2023-08-26,-3.0,0,30,2.4,0.909,3,7,1
INV_102403,CUST_5922,Professional Services,Average,647,1602.67,2023-03-16,2023-05-15,2023-05-28,13.2,1,60,10.0,0.729,1,3,0
INV_102404,CUST_8253,Technology,Average,678,1699.9,2023-07-13,2023-08-27,2023-08-28,1.8,1,45,8.0,0.826,3,7,0
INV_102405,CUST_8236,Professional Services,Average,627,3757.03,2023-02-26,2023-04-12,2023-04-19,7.5,1,45,10.0,0.885,1,2,1
INV_102406,CUST_5172,Technology,Poor,601,3448.72,2023-06-07,2023-07-07,2023-07-18,11.4,1,30,12.0,0.709,2,6,0
INV_102407,CUST_9060,Healthcare,Excellent,801,8783.46,2023-06-01,2023-07-01,2023-07-03,2.1,1,30,5.4,0.802,2,6,0
INV_102408,CUST_2401,Retail,Average,546,18011.95,2023-09-01,2023-10-01,2023-10-09,8.1,1,30,12.0,0.87,3,9,0
INV_102409,CUST_2285,Healthcare,Average,625,15940.59,2023-05-10,2023-06-24,2023-07-10,16.1,1,45,18.0,0.808,2,5,0
INV_102410,CUST_4249,Professional Services,Excellent,812,3297.67,2023-10-20,2023-12-04,2023-12-04,-0.6,0,45,3.0,0.84,4,10,0
INV_102411,CUST_8557,Professional Services,Average,656,15556.05,2023-12-24,2024-01-23,2024-02-04,12.6,1,30,10.0,0.606,4,12,1
INV_102412,CUST_9532,Professional Services,Poor,806,6398.08,2023-11-22,2023-12-22,2024-01-04,13.1,1,30,15.0,0.747,4,11,0
INV_102413,CUST_3650,Professional Services,Average,627,186.97,2023-10-31,2023-12-15,2023-12-19,4.9,1,45,10.0,0.94,4,10,0
INV_102414,CUST_9192,Healthcare,Excellent,809,7427.93,2023-09-03,2023-11-02,2023-11-05,3.7,1,60,5.4,0.919,3,9,1
INV_102415,CUST_7739,Retail,Average,693,1546.24,2023-07-09,2023-08-23,2023-08-29,6.0,1,45,12.0,0.899,3,7,1
INV_102416,CUST_9043,Healthcare,Good,713,3204.92,2023-06-13,2023-07-13,2023-07-21,8.5,1,30,10.8,0.666,2,6,0
INV_102417,CUST_6413,Professional Services,Average,574,72332.39,2023-09-27,2023-10-27,2023-11-03,7.6,1,30,10.0,0.715,3,9,0
INV_102418,CUST_6352,Construction,Poor,549,5626.14,2023-09-04,2023-10-04,2023-10-29,25.2,1,30,33.0,0.738,3,9,0
INV_102419,CUST_6020,Professional Services,Good,702,3687.04,2023-08-18,2023-09-17,2023-09-26,9.3,1,30,6.0,0.784,3,8,0
INV_102420,CUST_1448,Construction,Excellent,528,6078.15,2023-11-29,2024-01-28,2024-02-02,5.6,1,60,6.6,0.848,4,11,0
INV_102421,CUST_5832,Construction,Excellent,850,5108.11,2023-04-07,2023-05-22,2023-05-23,1.6,1,45,6.6,0.826,2,4,0
INV_102422,CUST_9694,Healthcare,Poor,532,14904.76,2023-02-24,2023-04-25,2023-05-14,19.7,1,60,27.0,0.811,1,2,0
INV_102423,CUST_8856,Construction,Average,701,3364.27,2023-07-31,2023-08-15,2023-09-01,17.9,1,15,22.0,0.802,3,7,0
INV_102424,CUST_3921,Professional Services,Average,679,4520.6,2023-07-26,2023-08-25,2023-08-30,5.4,1,30,10.0,0.659,3,7,0
INV_102425,CUST_6862,Professional Services,Poor,543,1113.23,2023-12-09,2024-01-08,2024-01-28,20.4,1,30,15.0,0.539,4,12,1
INV_102426,CUST_4465,Retail,Poor,509,15283.55,2023-09-10,2023-10-10,2023-10-21,11.8,1,30,18.0,0.862,3,9,1
INV_102427,CUST_6787,Professional Services,Good,673,6883.7,2023-03-11,2023-04-10,2023-04-13,3.2,1,30,6.0,0.73,1,3,1
INV_102428,CUST_2874,Technology,Excellent,826,16784.63,2023-05-01,2023-06-30,2023-07-04,4.2,1,60,2.4,0.782,2,5,0
INV_102429,CUST_9054,Construction,Average,619,5158.14,2023-05-30,2023-06-29,2023-07-10,11.2,1,30,22.0,0.813,2,5,0
INV_102430,CUST_2453,Construction,Average,625,4710.68,2023-06-20,2023-08-04,2023-08-22,19.0,1,45,22.0,0.756,2,6,0
INV_102431,CUST_7981,Retail,Average,642,1357.97,2023-11-29,2023-12-29,2024-01-05,7.6,1,30,12.0,0.898,4,11,0
INV_102432,CUST_9140,Professional Services,Average,636,16898.01,2023-07-26,2023-09-09,2023-09-22,14.0,1,45,10.0,0.575,3,7,0
INV_102433,CUST_4750,Manufacturing,Good,705,27272.12,2023-07-28,2023-08-27,2023-09-07,11.7,1,30,9.0,0.78,3,7,0
INV_102434,CUST_1847,Manufacturing,Average,635,9360.83,2023-11-18,2023-12-18,2024-01-04,17.6,1,30,15.0,0.625,4,11,1
INV_102435,CUST_5778,Healthcare,Risky,331,21226.41,2023-04-30,2023-05-30,2023-06-20,21.4,1,30,36.0,0.964,2,4,1
INV_102436,CUST_8089,Manufacturing,Risky,499,16988.2,2023-11-20,2023-12-20,2024-01-15,26.8,1,30,30.0,0.814,4,11,0
INV_102437,CUST_8603,Retail,Average,673,27793.88,2023-11-05,2023-12-05,2023-12-12,7.3,1,30,12.0,0.85,4,11,1
INV_102438,CUST_7358,Manufacturing,Poor,627,7518.73,2023-12-01,2023-12-31,2024-01-28,28.6,1,30,22.5,0.768,4,12,0
INV_102439,CUST_9052,Manufacturing,Poor,510,5990.99,2023-11-10,2023-12-10,2023-12-28,18.8,1,30,22.5,0.848,4,11,0
INV_102440,CUST_4479,Healthcare,Poor,549,4382.8,2023-05-19,2023-06-18,2023-07-04,16.1,1,30,27.0,0.785,2,5,0
INV_102441,CUST_1387,Technology,Average,655,6383.76,2023-01-05,2023-03-06,2023-03-11,5.4,1,60,8.0,0.776,1,1,0
INV_102442,CUST_1159,Technology,Poor,497,3033.82,2023-12-20,2024-01-19,2024-01-25,7.0,1,30,12.0,0.721,4,12,0
INV_102443,CUST_8135,Healthcare,Excellent,754,5189.67,2023-01-19,2023-02-18,2023-02-19,1.9,1,30,5.4,0.789,1,1,0
INV_102444,CUST_2521,Manufacturing,Good,721,17068.07,2023-07-15,2023-08-14,2023-08-20,6.2,1,30,9.0,0.866,3,7,1
INV_102445,CUST_1744,Manufacturing,Poor,540,563.7,2023-06-13,2023-07-13,2023-07-31,18.7,1,30,22.5,0.663,2,6,0
INV_102446,CUST_7504,Healthcare,Average,644,79643.65,2023-09-20,2023-11-04,2023-11-16,12.3,1,45,18.0,0.908,3,9,0
INV_102447,CUST_8787,Manufacturing,Good,687,31453.74,2023-08-10,2023-09-09,2023-09-15,6.5,1,30,9.0,0.685,3,8,0
INV_102448,CUST_8658,Technology,Excellent,508,9197.39,2023-10-08,2023-11-07,2023-11-07,0.8,1,30,2.4,0.79,4,10,1
INV_102449,CUST_4277,Retail,Poor,539,61173.73,2023-01-10,2023-02-09,2023-02-20,11.7,1,30,18.0,0.794,1,1,0
INV_102450,CUST_1003,Technology,Excellent,790,38166.33,2023-08-03,2023-09-02,2023-09-04,2.1,1,30,2.4,0.9,3,8,0
INV_102451,CUST_8732,Construction,Good,733,23202.25,2023-02-02,2023-04-03,2023-04-16,13.5,1,60,13.2,0.486,1,2,0
INV_102452,CUST_5462,Healthcare,Average,603,75468.71,2023-05-15,2023-06-14,2023-06-24,10.2,1,30,18.0,0.96,2,5,0
INV_102453,CUST_9946,Retail,Good,712,5930.19,2023-09-29,2023-10-29,2023-11-02,4.4,1,30,7.2,0.842,3,9,0
INV_102454,CUST_7712,Technology,Average,639,10325.35,2023-02-06,2023-03-23,2023-03-25,2.8,1,45,8.0,0.741,1,2,0
INV_102455,CUST_5909,Healthcare,Good,705,36857.43,2023-07-03,2023-07-18,2023-07-26,8.2,1,15,10.8,0.794,3,7,0
INV_102456,CUST_8832,Healthcare,Good,726,5020.55,2023-09-14,2023-10-14,2023-10-20,6.3,1,30,10.8,0.955,3,9,0
INV_102457,CUST_3784,Technology,Excellent,757,4437.07,2023-03-31,2023-04-15,2023-04-12,-3.3,0,15,2.4,0.955,1,3,0
INV_102458,CUST_8969,Healthcare,Average,621,69687.03,2023-03-29,2023-05-13,2023-05-29,16.8,1,45,18.0,0.641,1,3,0
INV_102459,CUST_8166,Manufacturing,Average,715,18799.53,2023-02-21,2023-03-23,2023-04-04,12.9,1,30,15.0,0.584,1,2,0
INV_102460,CUST_4781,Healthcare,Poor,504,13608.03,2023-04-04,2023-05-04,2023-05-19,15.8,1,30,27.0,0.94,2,4,0
INV_102461,CUST_6221,Professional Services,Good,727,20661.03,2023-10-28,2023-12-12,2023-12-19,7.7,1,45,6.0,0.819,4,10,1
INV_102462,CUST_4208,Manufacturing,Poor,569,2346.37,2023-01-17,2023-02-16,2023-02-28,12.8,1,30,22.5,0.909,1,1,0
INV_102463,CUST_9141,Retail,Excellent,676,17220.31,2023-02-06,2023-03-08,2023-03-11,3.7,1,30,3.6,0.702,1,2,0
INV_102464,CUST_6194,Technology,Poor,642,18079.92,2023-07-25,2023-09-08,2023-09-16,8.4,1,45,12.0,0.899,3,7,0
INV_102465,CUST_5882,Construction,Poor,548,2658.03,2023-09-25,2023-10-10,2023-10-29,19.1,1,15,33.0,0.868,3,9,0
INV_102466,CUST_8140,Healthcare,Good,748,10966.83,2023-02-20,2023-04-21,2023-04-26,5.8,1,60,10.8,0.757,1,2,0
INV_102467,CUST_7007,Manufacturing,Poor,486,6177.69,2023-09-12,2023-10-12,2023-10-31,19.3,1,30,22.5,0.703,3,9,0
INV_102468,CUST_9843,Technology,Average,659,15039.02,2023-09-21,2023-10-06,2023-10-14,8.6,1,15,8.0,0.719,3,9,0
INV_102469,CUST_1537,Retail,Average,632,12116.37,2023-09-15,2023-10-15,2023-10-26,11.9,1,30,12.0,0.875,3,9,0
INV_102470,CUST_6479,Construction,Average,643,47954.44,2023-10-24,2023-11-23,2023-11-30,7.6,1,30,22.0,0.943,4,10,0
INV_102471,CUST_2958,Professional Services,Risky,300,11230.99,2023-12-09,2024-01-08,2024-01-24,16.5,1,30,20.0,0.925,4,12,1
INV_102472,CUST_1935,Professional Services,Average,660,1300.2,2023-07-17,2023-08-16,2023-08-23,7.4,1,30,10.0,0.822,3,7,0
INV_102473,CUST_9694,Manufacturing,Good,533,7412.96,2023-02-23,2023-03-25,2023-04-02,8.9,1,30,9.0,0.811,1,2,0
INV_102474,CUST_8477,Manufacturing,Average,572,3022.5,2023-11-12,2023-12-12,2023-12-23,11.6,1,30,15.0,0.586,4,11,1
INV_102475,CUST_1059,Retail,Poor,560,4856.48,2023-12-17,2024-01-16,2024-02-04,19.4,1,30,18.0,0.865,4,12,1
INV_102476,CUST_4356,Construction,Good,729,2641.79,2023-07-05,2023-08-04,2023-08-20,16.4,1,30,13.2,0.315,3,7,0
INV_102477,CUST_5923,Manufacturing,Good,685,16400.69,2023-10-15,2023-11-14,2023-11-17,3.4,1,30,9.0,0.747,4,10,1
INV_102478,CUST_9220,Healthcare,Good,659,2620.85,2023-06-15,2023-07-15,2023-07-23,8.3,1,30,10.8,0.561,2,6,0
INV_102479,CUST_5183,Manufacturing,Good,678,6001.64,2023-02-15,2023-03-17,2023-03-27,10.0,1,30,9.0,0.687,1,2,0
INV_102480,CUST_8057,Retail,Average,664,23032.48,2023-01-14,2023-02-13,2023-03-01,16.4,1,30,12.0,0.738,1,1,1
INV_102481,CUST_9299,Healthcare,Poor,521,12758.96,2023-10-07,2023-12-06,2023-12-28,23.0,1,60,27.0,0.81,4,10,1
INV_102482,CUST_5355,Retail,Poor,543,6532.61,2023-03-13,2023-04-12,2023-04-25,13.0,1,30,18.0,0.882,1,3,0
INV_102483,CUST_9482,Construction,Average,664,8302.41,2023-07-13,2023-08-12,2023-08-27,15.3,1,30,22.0,0.808,3,7,0
INV_102484,CUST_1747,Technology,Average,667,43988.95,2023-08-27,2023-09-26,2023-10-05,9.8,1,30,8.0,0.715,3,8,1
INV_102485,CUST_4324,Professional Services,Excellent,651,2889.95,2023-12-08,2024-01-07,2024-01-15,8.1,1,30,3.0,0.681,4,12,0
INV_102486,CUST_4878,Manufacturing,Good,685,41712.22,2023-05-19,2023-06-18,2023-06-19,1.5,1,30,9.0,0.982,2,5,0
INV_102487,CUST_4392,Professional Services,Good,554,5043.38,2023-06-24,2023-08-23,2023-08-29,6.2,1,60,6.0,0.731,2,6,1
INV_102488,CUST_5750,Technology,Good,737,35584.27,2023-06-09,2023-06-24,2023-06-26,2.6,1,15,4.8,0.949,2,6,0
INV_102489,CUST_7121,Manufacturing,Average,481,12346.74,2023-05-25,2023-07-09,2023-07-25,16.0,1,45,15.0,0.567,2,5,0
INV_102490,CUST_7843,Professional Services,Average,590,3014.99,2023-02-12,2023-03-29,2023-04-05,7.5,1,45,10.0,0.84,1,2,1
INV_102491,CUST_4231,Retail,Average,642,13159.0,2023-05-18,2023-06-17,2023-06-27,10.5,1,30,12.0,0.72,2,5,0
INV_102492,CUST_8000,Construction,Average,645,17802.83,2023-04-08,2023-05-08,2023-05-31,23.4,1,30,22.0,0.577,2,4,1
INV_102493,CUST_5659,Retail,Average,632,15421.32,2023-10-24,2023-11-23,2023-11-30,7.7,1,30,12.0,0.737,4,10,0
INV_102494,CUST_2839,Healthcare,Good,706,1541.14,2023-07-30,2023-08-29,2023-08-31,2.5,1,30,10.8,0.916,3,7,1
INV_102495,CUST_7979,Manufacturing,Excellent,747,13595.77,2023-04-10,2023-05-25,2023-05-29,4.9,1,45,4.5,0.953,2,4,0
INV_102496,CUST_8445,Professional Services,Excellent,788,2796.44,2023-09-03,2023-11-02,2023-11-02,-0.3,0,60,3.0,0.744,3,9,1
INV_102497,CUST_7336,Manufacturing,Good,817,7645.87,2023-01-02,2023-02-16,2023-02-22,6.6,1,45,9.0,0.734,1,1,0
INV_102498,CUST_1175,Technology,Good,711,2216.09,2023-12-07,2024-01-06,2024-01-11,5.4,1,30,4.8,0.959,4,12,0
INV_102499,CUST_7172,Construction,Good,648,12390.84,2023-10-26,2023-11-25,2023-12-08,14.0,1,30,13.2,0.802,4,10,0
INV_102500,CUST_2581,Retail,Poor,501,3373.06,2023-03-01,2023-04-30,2023-05-03,3.7,1,60,18.0,0.972,1,3,0
INV_102501,CUST_3754,Retail,Excellent,708,18371.02,2023-03-24,2023-04-23,2023-04-28,5.8,1,30,3.6,0.575,1,3,0
INV_102502,CUST_7906,Retail,Average,748,7631.74,2023-08-24,2023-09-23,2023-10-03,10.9,1,30,12.0,0.742,3,8,0
INV_102503,CUST_5912,Healthcare,Poor,551,19297.2,2023-02-01,2023-03-03,2023-03-14,11.6,1,30,27.0,0.931,1,2,0
INV_102504,CUST_1259,Technology,Good,506,22958.21,2023-12-27,2024-02-10,2024-02-19,9.2,1,45,4.8,0.475,4,12,0
INV_102505,CUST_3342,Healthcare,Average,607,3690.5,2023-08-30,2023-10-29,2023-11-13,15.7,1,60,18.0,0.733,3,8,0
INV_102506,CUST_4239,Healthcare,Poor,568,8209.63,2023-05-16,2023-06-15,2023-07-03,18.6,1,30,27.0,0.92,2,5,0
INV_102507,CUST_7312,Professional Services,Good,737,31844.49,2023-11-23,2023-12-23,2023-12-23,0.3,1,30,6.0,0.966,4,11,0
INV_102508,CUST_4096,Professional Services,Average,622,4928.74,2023-04-21,2023-05-21,2023-05-24,3.9,1,30,10.0,0.919,2,4,0
INV_102509,CUST_9696,Healthcare,Average,626,30750.25,2023-02-14,2023-03-01,2023-03-15,15.0,1,15,18.0,0.867,1,2,0
INV_102510,CUST_7003,Manufacturing,Poor,520,17439.4,2023-02-26,2023-04-12,2023-04-29,17.7,1,45,22.5,0.917,1,2,1
INV_102511,CUST_6584,Retail,Average,731,14722.37,2023-06-15,2023-07-15,2023-07-21,6.4,1,30,12.0,0.804,2,6,0
INV_102512,CUST_6816,Retail,Poor,539,8824.83,2023-11-07,2023-12-07,2023-12-22,15.5,1,30,18.0,0.852,4,11,0
INV_102513,CUST_2143,Retail,Risky,430,15779.92,2023-04-20,2023-05-20,2023-06-12,23.9,1,30,24.0,0.686,2,4,0
INV_102514,CUST_5415,Construction,Good,719,9842.26,2023-09-26,2023-10-26,2023-11-05,10.6,1,30,13.2,0.849,3,9,0
INV_102515,CUST_8559,Technology,Poor,551,18166.13,2023-09-17,2023-10-17,2023-10-26,9.5,1,30,12.0,0.828,3,9,1
INV_102516,CUST_6321,Professional Services,Risky,632,33117.36,2023-05-01,2023-06-15,2023-07-05,20.9,1,45,20.0,0.611,2,5,0
